央卫综合ᵛ𝟰,#genre#
山东卫视,http://219.145.93.74:9999/tsfile/live/1010_1.m3u8
广东卫视,http://220.170.241.204:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8
广东卫视,http://219.145.93.74:9999/tsfile/live/1006_1.m3u8
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8?key=txiptv
江苏卫视,http://219.145.93.74:9999/tsfile/live/1008_1.m3u8
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8?key=txiptv
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8?key=txiptv
江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8?key=txiptv
江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://219.145.93.74:9999/tsfile/live/0118_1.m3u8
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8?key=txiptv
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8?key=txiptv
浙江卫视,http://222.169.85.8:9901/tsfile/live/0019_1.m3u8?key=txiptv
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8
湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8?key=txiptv
湖南卫视,http://a.sunyajie.cn:10443/tsfile/live/0128_1.m3u8?key=txiptv
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8?key=txiptv
湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8?key=txiptv
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8
辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8?key=txiptv
辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8
辽宁卫视,http://222.169.85.8:9901/tsfile/live/0121_1.m3u8?key=txiptv
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
陕西卫视,http://219.145.93.74:9999/tsfile/live/0136_1.m3u8
湖南都市,http://220.170.241.204:9901/tsfile/live/1002_1.m3u8
黑龙江卫视,http://219.145.93.74:9999/tsfile/live/1009_1.m3u8
金鹰卡通,http://220.170.241.204:9901/tsfile/live/1005_1.m3u8
上海卫视,http://219.145.93.74:9999/tsfile/live/1004_1.m3u8
上海卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8
上海卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8?key=txiptv
湖南经视,http://220.170.241.204:9901/tsfile/live/1001_1.m3u8
湖南金鹰纪实,http://220.170.241.204:9901/tsfile/live/1007_1.m3u8
四川卫视,http://202.100.46.58:9901/tsfile/live/1027_1.m3u8?key=txiptv
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8?key=txiptv
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8?key=txiptv
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8?key=txiptv
青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8?key=txiptv
吉林教育,http://222.169.85.8:9901/tsfile/live/1000_1.m3u8?key=txiptv
厦门卫视,http://202.100.46.58:9901/tsfile/live/1040_1.m3u8?key=txiptv












咪咕频道1ᵛ𝟰,#genre#
CCTV-01咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv1
CCTV-02咪咕 ,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv2
CCTV-03咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv3
CCTV-04咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4
CCTV-04美洲咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4a
CCTV-04欧洲咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv4o
CCTV-05咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5
CCTV-05+咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv5p
CCTV-06咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv6
CCTV-07咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv7
CCTV-08咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv8
CCTV-09咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv9
CCTV-10咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv10
CCTV-11咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv11
CCTV-12咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv12
CCTV-13咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv13
CCTV-14咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv14
CCTV-15咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv15
CCTV-17咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv17
发现之旅咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=fxzl
老故事咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=lgs
中学生咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=zxs
CGTN 咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtn
CGTN纪录咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cgtnjl
陕西卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=sxws
河南卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hnws
江西卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jxws
江苏卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=jsws
广东卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=gdws
大湾区卫视咪咕,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=dwqws







咪咕频道2,#genre#
CCTV-01咪咕,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV-02咪咕,https://www.freetv.top/migu/631780532.m3u8?migutoken=11ecfe0a296dcd532df72244565e20008b5a2e6936c05e73d9c90abe54b5bbffc942f2912e3fdd518714c4a7ad984beed028d07db3d49b8d1e21c54686ebfa8546f79a57d969866753cca722cc
CCTV-03咪咕,https://www.freetv.top/migu/624878271.m3u8?migutoken=380a18fe8dc81109270780918e605114ca218bcfa395aaa8682b605d1622439ffe7981dbd10f378c9c045f872d48dce39babcb012c7362dc8b21835e88fde6457bacaa4082c74879d64ad7aee4
CCTV-04咪咕,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d
CCTV-05咪咕,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV-5+咪咕,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
CCTV-06咪咕,https://www.freetv.top/migu/624878396.m3u8?migutoken=8e4f91b7950497f8570c74e50003b7fa23f6565c16a6b361ff855d3a969ddf7ea3826b04d20d76b6eeb472f0cb8b86284614a835429165709ec8c3055f8e9a7879e9594a4309b5d50f59f8a535
CCTV-07咪咕,https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3
CCTV-08咪咕,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV-09咪咕,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV-10咪咕,https://www.freetv.top/migu/624878405.m3u8?migutoken=07b6e1d4124dd85ca8138b8d8dcd646323952053748d7d5ac0a2b31dcb6626c605fb05470545bd0f7e0d23e807e6909b517b2b8b5e2eaa926600edaa15d80aee9b900245924108c86040411cd4
CCTV-11咪咕,https://www.freetv.top/migu/667987558.m3u8?migutoken=16827d54043eba69d051685229b1d0623c01f398f643b3a7d912c9929d6525025ef57eb61666d45bb70dfc86405aa336ca762f0bda4f0284d98eddae4042805df42661f954a1d40820829ec8c2
CCTV-12咪咕,https://www.freetv.top/migu/673168185.m3u8?migutoken=37acadb43b1d7932b0a1e8a4f2d01a06b42a10c31f3ccb417bae200ac3028f30a8110509f2cd6cd130aee4b21c85693aa49817f3381e4d28e140d8db1a20b6fecea22fec17a70ff1341efe6081
CCTV-13咪咕,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec
CCTV-14咪咕,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
CCTV-15咪咕,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV-17咪咕,https://www.freetv.top/migu/673168256.m3u8?migutoken=11fec7586772852c5b34d75ff515080f8def9861a030c98c5861b036729d642445a7bc5b0cd43e7086ca1903346f6cbad01b639771ee3bd13e653bdb2d14f169744862c9695688b0b177bc144a
cct4欧洲咪咕,https://www.freetv.top/migu/608807419.m3u8?migutoken=9440d28362fc3471b88a5c32b1d0f83801a2ee8d3a3c8bce6dd11cba875bcdc7e7204a70f74681f45030e76ea56bddfc5d02d0eec8712d1ba043b8ec561ec5d13ff6e08ae3127f1849851b598e
cct4美洲咪咕,https://www.freetv.top/migu/608807416.m3u8?migutoken=3d8268a79ddaa00e4da779b230457823466b3b155fafaa6c4cb11de7699ca238ad4467ce0e258ef42f08830f24e436bb21da53505587841b472b883a72b2f551571d981a00160bcccb3ed6db3a
东方卫视咪咕,https://www.freetv.top/migu/651632648.m3u8?migutoken=67b4219a3e6acdcf288118ed6bf84d3197052966f0bc854079b6038b3fca6437744ca78bb0ea1fad6f61b4c73d0df57bd8b539ec247fd28ce16d1375716bbf774ea19c99e4585bb828fa3851c0
江苏卫视咪咕,https://www.freetv.top/migu/623899368.m3u8?migutoken=3ec7add32f2108ed670e526f58207033f492fc81ffe6044df4e04bf88bca3cfbe3f1af7bd4fa10e5a6663f276475985da275dfa9a568feed08fbc90f40838156a2167089cb6b35aaaf231e8ae8
江西卫视咪咕,https://www.freetv.top/migu/783847495.m3u8?migutoken=fddcc05dc0245329d3208607a5b1f5a1980bc31a7ced510e345af6cc68f5b86d2d9178b45706a0b6a0ceddc82ce06e53375cfedbc96fd0b00c12195c7d77b6f23811a67970bcfeb47629aa5aa6
陕西卫视咪咕,https://www.freetv.top/migu/738910838.m3u8?migutoken=35df06ac83a8fe0b0d98f96b8dbf5821d2a57fbd279c10148f5eb543353c48d828c15e639a63919e023774c69fac3a6f5a2bbfd1ee773d77c0dc154b9acd0c77e84c99627dd15f852e56ab3281
东方影视咪咕,https://www.freetv.top/migu/617290047.m3u8?migutoken=86c02ad0875d5cc49d77bcc8bdb628f2c9d508ffc323b964a03c8f92dde4afafa0345cf5a8fefbdf915c748e3d11c6c18e27ae1e21a609cec31a45e6c437db26a7a243625f9cf35c271171a22c
音乐频道咪咕,https://www.freetv.top/migu/707671890.m3u8?migutoken=b7e91ecde4b4bb0e6fb68bbce1020ef4bd8b340536892decdb0dcfdff3b0fb68c5415ca340e93c326717453d8b3a68c43b3ad7208455d756e5b1e65483fa59739b59575d612a7fbc7f66b7c77b
NBA经典咪咕,https://www.freetv.top/migu/788815380.m3u8?migutoken=5e8001267fdcffff8a754058ac5b1777ec55c24c40ba7eaad6192f34a0340554e8ce14f09165c95069f457527709c9212f9ca475563c490b6d2314131207f24e2d744ba2a4ddea685e4c46a734
联赛经典咪咕,https://www.freetv.top/migu/780288994.m3u8?migutoken=317716802ea821174df4c72254d63a23bd44a83a0534b243d86582ff6a8ce8048fcfd7986109cd0f777ef21e9e2d267aeb60e953335dbc684196647bcb4da220c024242ebcbb6f31b8b27db834
足球风云咪咕,https://www.freetv.top/migu/788816794.m3u8?migutoken=1286d3a7564921d5679138638e32e04a5ae9a2cd4e39233f95bbc30842b2513ee7f44369333eea6b3eb06d985aef5d0329db36c28c66d0087ff1b8162c3c8e248b8573ff49044253597eb04aec
劲爆体育咪咕,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6











咪咕央视,#genre#
CCTV-01咪咕,http://z.b.bkpcp.top/m.php?id=cctv1$订阅源
CCTV-02咪咕,http://z.b.bkpcp.top/m.php?id=cctv2$订阅源
CCTV-03咪咕,http://z.b.bkpcp.top/m.php?id=cctv3$订阅源
CCTV-04咪咕,http://z.b.bkpcp.top/m.php?id=cctv4$订阅源
CCTV-05咪咕,http://z.b.bkpcp.top/m.php?id=cctv5$订阅源
CCTV-5+咪咕,http://z.b.bkpcp.top/m.php?id=cctv5p$订阅源
CCTV-06咪咕,http://z.b.bkpcp.top/m.php?id=cctv6$订阅源
CCTV-07咪咕,http://z.b.bkpcp.top/m.php?id=cctv7$订阅源
CCTV-08咪咕,http://z.b.bkpcp.top/m.php?id=cctv8$订阅源
CCTV-09咪咕,http://z.b.bkpcp.top/m.php?id=cctv9$订阅源
CCTV-10咪咕,http://z.b.bkpcp.top/m.php?id=cctv10$订阅源
CCTV-11咪咕,http://z.b.bkpcp.top/m.php?id=cctv11$订阅源
CCTV-12咪咕,http://z.b.bkpcp.top/m.php?id=cctv12$订阅源
CCTV-13咪咕,http://z.b.bkpcp.top/m.php?id=cctv13$订阅源
CCTV-14咪咕,http://z.b.bkpcp.top/m.php?id=cctv14$订阅源
CCTV-15咪咕,http://z.b.bkpcp.top/m.php?id=cctv15$订阅源
CCTV-17咪咕,http://z.b.bkpcp.top/m.php?id=cctv17$订阅源




银河线路,#genre#
CCTV1,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8
CCTV2,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-2-HQ/G_CCTV-2-HQ.m3u8
CCTV3,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8
CCTV4,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-4-HQ/G_CCTV-4-HQ.m3u8
CCTV5,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-5-HQ/G_CCTV-5-HQ.m3u8
CCTV5+,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ.m3u8
CCTV6,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-6-HQ/G_CCTV-6-HQ.m3u8
CCTV7,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-7-HQ/G_CCTV-7-HQ.m3u8
CCTV8,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-8-HQ/G_CCTV-8-HQ.m3u8
CCTV9,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-9-HQ/G_CCTV-9-HQ.m3u8
CCTV10,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-10-HQ/G_CCTV-10-HQ.m3u8
CCTV11,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8
CCTV12,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-12-HQ/G_CCTV-12-HQ.m3u8
CCTV13,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-13-HQ/G_CCTV-13-HQ.m3u8
CCTV14,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-14-HQ/G_CCTV-14-HQ.m3u8
CCTV15,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-15-HQ/G_CCTV-15-HQ.m3u8
CCTV16,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-16-HQ/G_CCTV-16-HQ.m3u8
CCTV17,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-17-HQ/G_CCTV-17-HQ.m3u8
CGTN,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
中国教育1台,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-1-HQ/G_CETV-1-HQ.m3u8
中国教育2台,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-2/G_CETV-2.m3u8
中国教育3台,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-3/G_CETV-3.m3u8
中国教育4台,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_CETV-4/G_CETV-4.m3u8
广西卫视,http://153.99.64.96/gdctcc-livod.ks-cdn.gitv.tv/gitv_live/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
